"Location","Type","Place","Duration","Day","obj"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.1,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.667,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.033,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.233,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.233,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Seat","Pressure","Living",92.817,"Sun","Living Seat"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Toilet","Flush","Bathroom",0.95,"Sun","Bathroom Toilet"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.1,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Toilet","Flush","Bathroom",0.983,"Sun","Bathroom Toilet"
"Door","PIR","Kitchen",0.083,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Seat","Pressure","Living",45.2,"Sun","Living Seat"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Kitchen",0.1,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Bedroom",0.15,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Basin","PIR","Bathroom",0.067,"Sun","Bathroom Basin"
"Door","PIR","Bedroom",0.133,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.15,"Sun","Bedroom Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",224,"Sun","Living Seat"
